transaction_id,customer_id,product_id,date,quantity,unit_price,discount,total_amount,product_category,channel,payment_method
T00000190,C00449,P0004,2021-01-27,1,71051354,17486549.24,53564804.76,auto,concesionario,financiacion
T00000191,C02094,P0149,2021-01-27,1,452312,15518.24,436793.76,reparacion,online,efectivo
T00000192,C03115,P0273,2021-01-27,1,75801537,3329484.01,72472052.99,auto,telefono,transferencia
T00000193,C00347,P0224,2021-01-27,3,180124,9736.9,530635.1,repuesto,concesionario,tarjeta
T00000194,C04698,P0208,2021-01-27,1,214133,30822.26,183310.74,reparacion,telefono,tarjeta
T00000195,C02661,P0088,2021-01-27,1,73088,381.09,72706.91,service,telefono,tarjeta
T00000196,C00868,P0125,2021-01-27,1,239715,5281.51,234433.49,reparacion,online,tarjeta
T00000197,C01816,P0171,2021-01-28,3,108747,60828.03,265412.97,repuesto,concesionario,efectivo
T00000198,C02863,P0180,2021-01-28,5,34891,22240.92,152214.08,repuesto,telefono,transferencia
T00000199,C01422,P0079,2021-01-28,1,39194,2508.1,36685.9,service,telefono,efectivo
T00000200,C03801,P0289,2021-01-28,1,121298,19042.23,102255.77,service,telefono,tarjeta
T00000201,C02590,P0078,2021-01-28,5,152978,61804.69,703085.31,repuesto,online,efectivo
T00000202,C04845,P0029,2021-01-28,3,170513,101838.42,409700.58,repuesto,online,efectivo
T00000203,C03021,P0147,2021-01-28,1,79233,744.93,78488.07,service,concesionario,efectivo
T00000204,C04541,P0022,2021-01-28,4,137924,63819.04,487876.96,repuesto,online,transferencia
T00000205,C00507,P0231,2021-01-28,1,82341,10320.77,72020.23,service,concesionario,financiacion
T00000206,C01414,P0021,2021-01-28,1,94212,11883.64,82328.36,reparacion,concesionario,tarjeta
T00000207,C01301,P0187,2021-01-28,1,324762,42442.17,282319.83,reparacion,online,financiacion
T00000208,C04898,P0027,2021-01-29,1,121510,10278.75,111231.25,service,telefono,financiacion
T00000209,C03167,P0146,2021-01-29,1,32387,4517.69,27869.31,service,online,transferencia
T00000210,C02866,P0159,2021-01-29,1,96380,15989.73,80390.27,service,telefono,tarjeta
T00000211,C02537,P0287,2021-01-29,1,112908,26476.99,86431.01,service,online,financiacion
T00000212,C04313,P0048,2021-01-29,1,401333,70517.31,330815.69,reparacion,telefono,tarjeta
T00000213,C01755,P0175,2021-01-29,3,9779,2265.3,27071.7,repuesto,online,transferencia
T00000214,C02424,P0052,2021-01-29,1,38030,1473.14,36556.86,service,telefono,efectivo
T00000215,C01264,P0084,2021-01-29,2,167013,49873.96,284152.04,repuesto,concesionario,transferencia
T00000216,C01946,P0228,2021-01-30,4,16453,5993.82,59818.18,repuesto,telefono,financiacion
T00000217,C02536,P0241,2021-01-30,2,122683,32757.04,212608.96,repuesto,concesionario,financiacion
T00000218,C02309,P0196,2021-01-30,4,154532,71344.33,546783.67,repuesto,telefono,tarjeta
T00000219,C04954,P0071,2021-01-30,1,478286,23878.16,454407.84,reparacion,online,efectivo
T00000220,C04227,P0064,2021-01-30,5,102311,119485.63,392069.37,repuesto,online,efectivo
T00000221,C01208,P0224,2021-01-30,4,76510,69264.98,236775.02,repuesto,concesionario,transferencia
T00000222,C03399,P0028,2021-01-30,1,233283,54265.82,179017.18,reparacion,online,financiacion
T00000223,C00231,P0164,2021-01-30,1,30696,2877.08,27818.92,service,concesionario,financiacion
T00000224,C03871,P0072,2021-01-30,1,41070,2945.53,38124.47,repuesto,telefono,tarjeta
T00000225,C00156,P0132,2021-01-31,1,20688,4685.09,16002.91,service,concesionario,transferencia
T00000226,C00911,P0148,2021-01-31,5,195640,129066.52,849133.48,repuesto,concesionario,financiacion
T00000227,C03745,P0033,2021-01-31,1,51252,5379.22,45872.78,service,concesionario,tarjeta
T00000228,C01177,P0150,2021-01-31,5,9308,6690.68,39849.32,repuesto,online,efectivo
T00000229,C00702,P0269,2021-01-31,5,68062,35440.53,304869.47,repuesto,online,efectivo
T00000230,C04159,P0284,2021-01-31,1,335255,42521.04,292733.96,reparacion,concesionario,tarjeta
T00000231,C03059,P0130,2021-01-31,1,72824,11573.02,61250.98,reparacion,telefono,efectivo
T00000232,C00850,P0298,2021-01-31,1,28855,2487.32,26367.68,service,telefono,financiacion
T00000233,C01435,P0238,2021-02-01,1,66176,9033.25,57142.75,service,telefono,tarjeta
T00000234,C03750,P0019,2021-02-01,1,40350,7223.1,33126.9,repuesto,online,transferencia
T00000235,C02586,P0159,2021-02-01,1,44772387,9914737.49,34857649.51,auto,telefono,tarjeta
T00000236,C00300,P0098,2021-02-01,1,334704,39612.2,295091.8,reparacion,online,financiacion
T00000237,C02720,P0140,2021-02-01,1,75063,16247.35,58815.65,reparacion,concesionario,financiacion
T00000238,C03168,P0174,2021-02-01,1,72431,13459.63,58971.37,service,concesionario,tarjeta
T00000239,C00677,P0218,2021-02-01,5,101297,33772.51,472712.49,repuesto,concesionario,tarjeta
T00000240,C00841,P0041,2021-02-01,5,52305,19206.82,242318.18,repuesto,online,financiacion
T00000241,C01366,P0228,2021-02-01,1,98986,17759.65,81226.35,service,online,tarjeta
T00000242,C03564,P0141,2021-02-01,1,65319709,10040479.97,55279229.03,auto,telefono,efectivo
T00000243,C04204,P0082,2021-02-01,1,103560,10516.78,93043.22,service,concesionario,transferencia
T00000244,C00286,P0065,2021-02-01,1,405513,79208.04,326304.96,reparacion,concesionario,transferencia
T00000245,C04647,P0017,2021-02-01,3,101030,29009.84,274080.16,repuesto,telefono,transferencia
T00000246,C00630,P0294,2021-02-01,3,102246,34043.26,272694.74,repuesto,concesionario,financiacion
T00000247,C00930,P0014,2021-02-01,1,105139,7325.29,97813.71,service,telefono,transferencia
T00000248,C02133,P0229,2021-02-01,5,106446,15668.98,516561.02,repuesto,concesionario,financiacion
T00000249,C00607,P0232,2021-02-01,2,133765,8202.3,259327.7,repuesto,concesionario,tarjeta
T00000250,C02619,P0178,2021-02-01,1,474942,80969.21,393972.79,reparacion,telefono,efectivo
T00000251,C01427,P0186,2021-02-02,3,81116,51794.31,191553.69,repuesto,telefono,transferencia
T00000252,C01940,P0253,2021-02-02,1,46342,9176.48,37165.52,service,concesionario,financiacion
T00000253,C04520,P0067,2021-02-02,4,101707,81738.02,325089.98,repuesto,telefono,efectivo
T00000254,C03922,P0270,2021-02-02,1,72187,18039.44,54147.56,service,online,tarjeta
T00000255,C02598,P0038,2021-02-03,1,88666,2778.06,85887.94,reparacion,online,tarjeta
T00000256,C04517,P0094,2021-02-03,2,95312,41840.07,148783.93,repuesto,concesionario,tarjeta
T00000257,C02492,P0085,2021-02-03,1,19526,2529.12,16996.88,repuesto,concesionario,financiacion
T00000258,C04251,P0146,2021-02-03,1,168211,14551.22,153659.78,reparacion,concesionario,financiacion
T00000259,C01026,P0156,2021-02-04,1,145350,20016.2,125333.8,service,telefono,efectivo
T00000260,C01264,P0088,2021-02-04,5,49206,57915.89,188114.11,repuesto,telefono,financiacion
T00000261,C00233,P0042,2021-02-04,1,345498,3558.14,341939.86,reparacion,concesionario,financiacion
T00000262,C00249,P0255,2021-02-04,4,154982,95795.68,524132.32,repuesto,telefono,financiacion
T00000263,C03327,P0153,2021-02-04,4,84192,20616.76,316151.24,repuesto,online,efectivo
T00000264,C03805,P0105,2021-02-04,4,46439,19301.06,166454.94,repuesto,online,transferencia
T00000265,C02830,P0205,2021-02-04,1,114157,9113.05,105043.95,service,concesionario,financiacion
T00000266,C01004,P0137,2021-02-05,3,32835,5953.1,92551.9,repuesto,online,transferencia
T00000267,C03147,P0215,2021-02-05,1,26632,1932.23,24699.77,service,concesionario,transferencia
T00000268,C01556,P0082,2021-02-05,1,352874,63616.87,289257.13,reparacion,online,tarjeta
T00000269,C03222,P0259,2021-02-05,4,85882,1990.43,341537.57,repuesto,online,transferencia
T00000270,C02305,P0254,2021-02-05,1,66254,805.95,65448.05,service,telefono,tarjeta
T00000271,C03531,P0069,2021-02-05,1,21071,4462.69,16608.31,service,online,financiacion
T00000272,C04672,P0288,2021-02-05,1,100928,10107.48,90820.52,repuesto,concesionario,financiacion
T00000273,C04505,P0144,2021-02-05,4,24275,12240.8,84859.2,repuesto,telefono,efectivo
T00000274,C02778,P0286,2021-02-05,1,32672,3217.41,29454.59,service,online,transferencia
T00000275,C00330,P0024,2021-02-06,1,86731,8703.18,78027.82,service,concesionario,transferencia
T00000276,C04967,P0264,2021-02-06,5,129189,73797.37,572147.63,repuesto,concesionario,financiacion
T00000277,C02452,P0173,2021-02-06,1,217001,8815.78,208185.22,reparacion,telefono,tarjeta
T00000278,C03018,P0170,2021-02-06,4,83588,68186.81,266165.19,repuesto,telefono,efectivo
T00000279,C00219,P0243,2021-02-06,1,356028,27385.48,328642.52,reparacion,online,transferencia
T00000280,C03115,P0076,2021-02-06,4,157967,26935.28,604932.72,repuesto,telefono,transferencia
T00000281,C03613,P0161,2021-02-07,1,32749927,1562043.2,31187883.8,auto,online,transferencia
T00000282,C03864,P0032,2021-02-07,1,46724,4793.62,41930.38,service,telefono,transferencia
T00000283,C03919,P0270,2021-02-07,3,152033,113810.71,342288.29,repuesto,online,financiacion
T00000284,C02805,P0280,2021-02-07,1,290996,66356.12,224639.88,reparacion,online,financiacion
T00000285,C02446,P0116,2021-02-07,2,55400,7728.48,103071.52,repuesto,online,financiacion
T00000286,C02858,P0287,2021-02-07,4,185942,58951.19,684816.81,repuesto,telefono,financiacion
T00000287,C03111,P0203,2021-02-07,1,95166,16097.86,79068.14,service,online,transferencia
T00000288,C00648,P0178,2021-02-07,1,57700,13780.4,43919.6,service,online,financiacion
T00000289,C02222,P0288,2021-02-08,2,61095,25291.85,96898.15,repuesto,telefono,financiacion
T00000290,C01961,P0125,2021-02-08,1,100698,18651.56,82046.44,service,concesionario,transferencia
